cgpa,internships,projects,certifications,hackathons,aptitude_score,communication_score,branch,degree,skills,resume_text,placed
6.6,0,3,1,1,79.8,41.9,ME,MCA,"deep learning, excel, git, java, pandas, python, tableau","Built projects using deep learning, excel, git, java, pandas, python. Completed 3 projects, 0 internships, and worked on model evaluation.",0
8.23,0,4,4,3,59.3,76.8,ME,B.Tech,"cloud, data cleaning, deep learning, excel, fastapi, pandas, scikit-learn, statistics, tableau","Built projects using cloud, data cleaning, deep learning, excel, fastapi, pandas. Completed 4 projects, 0 internships, and worked on model evaluation.",1
5.66,2,3,3,0,41.5,66.8,Civil,MCA,"fastapi, sql","Built projects using fastapi, sql. Completed 3 projects, 2 internships, and worked on model evaluation.",0
7.52,1,4,3,0,58.7,55.1,Civil,M.Tech,"deep learning, fastapi, numpy, power bi","Built projects using deep learning, fastapi, numpy, power bi. Completed 4 projects, 1 internships, and worked on model evaluation.",0
5.72,0,2,5,2,95.2,88.6,EEE,B.Tech,"data cleaning, docker, excel, git, machine learning, opencv, python, scikit-learn, sql, statistics, xgboost","Built projects using data cleaning, docker, excel, git, machine learning, opencv. Completed 2 projects, 0 internships, and worked on model evaluation.",1
8.11,0,4,2,0,68.3,60.6,ME,M.Tech,"docker, linux, nlp, power bi, streamlit, tableau","Built projects using docker, linux, nlp, power bi, streamlit, tableau. Completed 4 projects, 0 internships, and worked on model evaluation.",1
6.89,2,1,3,1,68.4,41.0,Civil,B.Tech,"cloud, data cleaning, excel, feature engineering, model deployment, nlp, numpy, pandas, python, scikit-learn","Built projects using cloud, data cleaning, excel, feature engineering, model deployment, nlp. Completed 1 projects, 2 internships, and worked on model evaluation.",0
7.07,1,3,3,0,71.1,85.8,ECE,B.Tech,"data cleaning, deep learning, docker, excel, git, java, scikit-learn, streamlit","Built projects using data cleaning, deep learning, docker, excel, git, java. Completed 3 projects, 1 internships, and worked on model evaluation.",1
8.51,4,3,0,3,60.1,55.5,ECE,B.Tech,"docker, git, linux, nlp, pandas, power bi, sql, streamlit, tableau","Built projects using docker, git, linux, nlp, pandas, power bi. Completed 3 projects, 4 internships, and worked on model evaluation.",1
7.97,0,6,2,2,66.3,51.7,Civil,BCA,"docker, fastapi, feature engineering, python, tableau","Built projects using docker, fastapi, feature engineering, python, tableau. Completed 6 projects, 0 internships, and worked on model evaluation.",1
8.25,0,2,3,0,84.5,68.0,AI&DS,M.Tech,"cloud, data cleaning, docker, feature engineering, git, machine learning, nlp, power bi, scikit-learn, sql, statistics, xgboost","Built projects using cloud, data cleaning, docker, feature engineering, git, machine learning. Completed 2 projects, 0 internships, and worked on model evaluation.",1
5.39,1,2,0,1,51.7,51.4,ECE,B.Sc,"cloud, data cleaning, numpy, opencv, power bi, statistics, tableau","Built projects using cloud, data cleaning, numpy, opencv, power bi, statistics. Completed 2 projects, 1 internships, and worked on model evaluation.",0
6.51,3,2,2,1,71.3,83.2,EEE,BCA,"cloud, deep learning, excel, fastapi, feature engineering, machine learning, numpy, power bi, python, tableau","Built projects using cloud, deep learning, excel, fastapi, feature engineering, machine learning. Completed 2 projects, 3 internships, and worked on model evaluation.",1
7.78,5,0,0,0,52.3,84.0,EEE,B.Sc,"deep learning, docker, model deployment, opencv, power bi, python, scikit-learn, sql, statistics","Built projects using deep learning, docker, model deployment, opencv, power bi, python. Completed 0 projects, 5 internships, and worked on model evaluation.",1
7.08,1,4,1,1,58.2,64.2,CSE,M.Tech,"excel, fastapi, git, pandas, scikit-learn, streamlit, tableau, xgboost","Built projects using excel, fastapi, git, pandas, scikit-learn, streamlit. Completed 4 projects, 1 internships, and worked on model evaluation.",0
8.23,3,2,1,0,75.9,75.4,Civil,M.Tech,"docker, git, power bi","Built projects using docker, git, power bi. Completed 2 projects, 3 internships, and worked on model evaluation.",1
5.71,0,5,4,0,74.0,59.9,EEE,MCA,"cloud, data cleaning, docker, excel, pandas, sql, streamlit, tableau","Built projects using cloud, data cleaning, docker, excel, pandas, sql. Completed 5 projects, 0 internships, and worked on model evaluation.",0
8.47,1,4,2,2,47.7,58.3,Civil,M.Tech,"data cleaning, deep learning, fastapi, machine learning, model deployment, nlp, power bi, python, scikit-learn, sql","Built projects using data cleaning, deep learning, fastapi, machine learning, model deployment, nlp. Completed 4 projects, 1 internships, and worked on model evaluation.",1
7.47,2,5,2,0,91.0,51.9,IT,MCA,"feature engineering, machine learning, nlp, power bi, python, statistics","Built projects using feature engineering, machine learning, nlp, power bi, python, statistics. Completed 5 projects, 2 internships, and worked on model evaluation.",1
6.87,3,0,0,0,81.5,33.4,IT,M.Tech,"machine learning, model deployment, nlp, streamlit, xgboost","Built projects using machine learning, model deployment, nlp, streamlit, xgboost. Completed 0 projects, 3 internships, and worked on model evaluation.",0
8.26,1,3,2,1,67.1,58.4,EEE,BCA,"cloud, feature engineering, linux, machine learning, model deployment, python, streamlit","Built projects using cloud, feature engineering, linux, machine learning, model deployment, python. Completed 3 projects, 1 internships, and worked on model evaluation.",1
6.73,2,3,2,0,63.6,67.5,Civil,B.Tech,"data cleaning, java, linux, machine learning, model deployment, pandas, statistics, streamlit","Built projects using data cleaning, java, linux, machine learning, model deployment, pandas. Completed 3 projects, 2 internships, and worked on model evaluation.",0
6.78,0,1,1,2,91.6,76.7,IT,MCA,"deep learning, feature engineering, pandas","Built projects using deep learning, feature engineering, pandas. Completed 1 projects, 0 internships, and worked on model evaluation.",0
7.27,3,2,2,0,36.4,68.2,CSE,MCA,"cloud, data cleaning, streamlit, xgboost","Built projects using cloud, data cleaning, streamlit, xgboost. Completed 2 projects, 3 internships, and worked on model evaluation.",0
7.33,1,2,0,4,72.5,93.2,ME,BCA,"cloud, feature engineering, java, python, tableau","Built projects using cloud, feature engineering, java, python, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",1
5.39,1,4,5,2,62.9,90.1,Civil,MCA,"cloud, fastapi, linux, model deployment, nlp, sql, streamlit, tableau","Built projects using cloud, fastapi, linux, model deployment, nlp, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.32,2,0,3,2,94.3,76.9,Civil,B.Sc,"fastapi, machine learning, tableau","Built projects using fastapi, machine learning, tableau. Completed 0 projects, 2 internships, and worked on model evaluation.",0
6.52,3,3,1,1,67.5,41.3,EEE,B.Sc,"deep learning, fastapi, model deployment, numpy, power bi, python, streamlit, tableau","Built projects using deep learning, fastapi, model deployment, numpy, power bi, python. Completed 3 projects, 3 internships, and worked on model evaluation.",0
5.72,1,3,3,0,75.7,45.4,Civil,B.Tech,"java, machine learning, model deployment, nlp, numpy, pandas, scikit-learn, statistics","Built projects using java, machine learning, model deployment, nlp, numpy, pandas. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.97,1,1,2,1,82.0,81.2,CSE,BCA,"linux, nlp, numpy, opencv, power bi, tableau","Built projects using linux, nlp, numpy, opencv, power bi, tableau. Completed 1 projects, 1 internships, and worked on model evaluation.",1
7.01,0,3,0,4,74.3,64.1,IT,M.Tech,"cloud, excel, java, nlp, power bi, python, sql","Built projects using cloud, excel, java, nlp, power bi, python. Completed 3 projects, 0 internships, and worked on model evaluation.",0
5.58,3,2,2,2,65.8,71.1,ECE,B.Tech,"deep learning, docker, excel, feature engineering, scikit-learn, tableau","Built projects using deep learning, docker, excel, feature engineering, scikit-learn, tableau. Completed 2 projects, 3 internships, and worked on model evaluation.",0
8.29,0,3,2,1,65.6,85.7,IT,BCA,"docker, excel, fastapi, git, machine learning, pandas, power bi, sql, statistics, streamlit, xgboost","Built projects using docker, excel, fastapi, git, machine learning, pandas. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.79,0,2,2,1,56.8,56.8,AI&DS,BCA,"feature engineering, git, numpy, power bi, statistics, xgboost","Built projects using feature engineering, git, numpy, power bi, statistics, xgboost. Completed 2 projects, 0 internships, and worked on model evaluation.",1
5.34,0,1,3,1,79.0,64.4,ME,B.Tech,"cloud, excel, fastapi, machine learning, model deployment, streamlit, tableau, xgboost","Built projects using cloud, excel, fastapi, machine learning, model deployment, streamlit. Completed 1 projects, 0 internships, and worked on model evaluation.",1
6.92,1,11,4,1,91.3,63.6,IT,M.Tech,"docker, excel, machine learning, numpy, sql","Built projects using docker, excel, machine learning, numpy, sql. Completed 11 projects, 1 internships, and worked on model evaluation.",0
8.7,2,3,3,0,72.4,62.5,ECE,M.Tech,"docker, pandas, python","Built projects using docker, pandas, python. Completed 3 projects, 2 internships, and worked on model evaluation.",1
7.75,0,2,1,2,75.9,67.1,EEE,MCA,"fastapi, git, linux, power bi, streamlit","Built projects using fastapi, git, linux, power bi, streamlit. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.95,2,6,2,0,64.8,62.3,ECE,M.Tech,"deep learning, linux, machine learning, model deployment, nlp, opencv, python, statistics","Built projects using deep learning, linux, machine learning, model deployment, nlp, opencv. Completed 6 projects, 2 internships, and worked on model evaluation.",1
7.68,4,2,2,0,77.8,100.0,CSE,M.Tech,"cloud, deep learning, java, nlp, numpy, xgboost","Built projects using cloud, deep learning, java, nlp, numpy, xgboost. Completed 2 projects, 4 internships, and worked on model evaluation.",1
6.4,1,3,2,1,78.6,61.6,ME,B.Tech,"cloud, data cleaning, nlp, streamlit, tableau","Built projects using cloud, data cleaning, nlp, streamlit, tableau. Completed 3 projects, 1 internships, and worked on model evaluation.",1
8.0,0,3,3,1,75.6,81.4,ME,BCA,"fastapi, feature engineering, git, nlp","Built projects using fastapi, feature engineering, git, nlp. Completed 3 projects, 0 internships, and worked on model evaluation.",0
5.25,0,1,2,1,61.3,88.2,Civil,BCA,"feature engineering, java, machine learning, opencv, scikit-learn, xgboost","Built projects using feature engineering, java, machine learning, opencv, scikit-learn, xgboost. Completed 1 projects, 0 internships, and worked on model evaluation.",0
6.86,2,4,1,2,84.1,54.0,EEE,M.Tech,"docker, excel, machine learning, model deployment, pandas, scikit-learn","Built projects using docker, excel, machine learning, model deployment, pandas, scikit-learn. Completed 4 projects, 2 internships, and worked on model evaluation.",1
6.85,1,4,2,2,63.5,62.5,EEE,BCA,"fastapi, model deployment, power bi","Built projects using fastapi, model deployment, power bi. Completed 4 projects, 1 internships, and worked on model evaluation.",1
7.1,1,1,1,0,69.3,36.9,ME,B.Sc,"git, sql, statistics, xgboost","Built projects using git, sql, statistics, xgboost. Completed 1 projects, 1 internships, and worked on model evaluation.",0
5.96,0,4,1,1,51.0,45.8,CSE,B.Sc,"data cleaning, docker, java, numpy, statistics, streamlit, xgboost","Built projects using data cleaning, docker, java, numpy, statistics, streamlit. Completed 4 projects, 0 internships, and worked on model evaluation.",0
7.26,2,3,0,0,45.6,44.5,IT,M.Tech,"cloud, data cleaning, fastapi, git, linux, numpy, pandas, python, scikit-learn, streamlit, tableau","Built projects using cloud, data cleaning, fastapi, git, linux, numpy. Completed 3 projects, 2 internships, and worked on model evaluation.",0
8.62,0,2,1,1,73.5,69.8,Civil,B.Sc,"fastapi, feature engineering, java, model deployment, nlp, opencv","Built projects using fastapi, feature engineering, java, model deployment, nlp, opencv. Completed 2 projects, 0 internships, and worked on model evaluation.",1
6.09,4,5,0,1,85.3,64.2,EEE,B.Sc,"deep learning, git, linux, numpy, opencv, scikit-learn, statistics, streamlit, tableau, xgboost","Built projects using deep learning, git, linux, numpy, opencv, scikit-learn. Completed 5 projects, 4 internships, and worked on model evaluation.",1
8.23,1,7,1,0,71.1,68.5,IT,B.Tech,"docker, git, java, linux, model deployment, numpy, opencv, python, statistics, streamlit, xgboost","Built projects using docker, git, java, linux, model deployment, numpy. Completed 7 projects, 1 internships, and worked on model evaluation.",1
7.66,1,4,1,2,71.5,78.4,ECE,B.Sc,"deep learning, feature engineering, git, model deployment, nlp, pandas, streamlit","Built projects using deep learning, feature engineering, git, model deployment, nlp, pandas. Completed 4 projects, 1 internships, and worked on model evaluation.",1
7.47,3,5,3,3,50.9,58.1,EEE,B.Tech,"java, machine learning, numpy, opencv, pandas, python, sql, statistics","Built projects using java, machine learning, numpy, opencv, pandas, python. Completed 5 projects, 3 internships, and worked on model evaluation.",1
5.68,2,1,2,0,60.4,73.6,CSE,B.Tech,"excel, git, linux, machine learning, model deployment, scikit-learn, xgboost","Built projects using excel, git, linux, machine learning, model deployment, scikit-learn. Completed 1 projects, 2 internships, and worked on model evaluation.",0
6.52,0,4,1,1,87.8,46.8,ME,B.Sc,"fastapi, feature engineering, python, statistics, tableau","Built projects using fastapi, feature engineering, python, statistics, tableau. Completed 4 projects, 0 internships, and worked on model evaluation.",0
6.81,1,4,0,0,51.4,73.3,AI&DS,M.Tech,"pandas, xgboost","Built projects using pandas, xgboost. Completed 4 projects, 1 internships, and worked on model evaluation.",0
6.97,0,2,2,2,75.8,73.4,CSE,B.Tech,"excel, fastapi, opencv, power bi, tableau","Built projects using excel, fastapi, opencv, power bi, tableau. Completed 2 projects, 0 internships, and worked on model evaluation.",0
6.52,0,3,1,0,54.3,80.3,ECE,MCA,"docker, feature engineering, linux, nlp, statistics","Built projects using docker, feature engineering, linux, nlp, statistics. Completed 3 projects, 0 internships, and worked on model evaluation.",0
